image_id,model,original_path,upscaled_path,ssim,ms_ssim,psnr,lpips,sharpness,sharpness_diff_pct,contrast,contrast_diff_pct,entropy,noise,edge_density,edge_diff_pct,artifact_block,artifact_ringing,artifact_total,delta_e,high_freq_ratio,texture_complexity,local_quality_mean,local_quality_std,local_quality_min,histogram_corr,lab_L_mean,total_score
00000003_002,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_002.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000003_002.png,0.9833,0.9931,35.84,0.0647,7.23,21.6,82.17,2.1,7.413,2.95,0.76,2.3,482.84,90.87,573.71,1.13,0.3714911942095164,5.292947832494974,0.9809,0.0156,0.8286,0.8408,147.27081394195557,59.7
00000003_002,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_002.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000003_002.png,0.9642,0.9835,33.33,0.1501,7.55,27.0,83.18,3.4,7.037,2.56,0.78,4.3,443.25,81.83,525.08,1.37,0.3824801253424672,5.3236026875674725,0.9556,0.0626,0.5337,0.6388,147.17295455932617,59.4
00000003_002,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_002.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000003_002.png,0.9378,0.9958,39.5,0.0916,4.92,-17.4,79.8,-0.8,7.434,4.98,0.73,-1.9,616.47,78.44,694.9100000000001,1.07,0.4548293775560747,5.216411864385009,0.9545,0.0612,0.7317,0.0465,145.23355197906494,58.7
00000003_003,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_003.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000003_003.png,0.9607,0.9916,39.35,0.2152,3.05,-4.8,68.55,0.8,7.792,2.94,0.35,4.7,285.29,72.49,357.78000000000003,0.97,0.4324492372316965,4.839862994849682,0.9555,0.0308,0.6266,0.8368,145.09459400177002,58.1
00000003_003,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_003.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000003_003.png,0.9357,0.983,36.7,0.2948,3.46,8.1,69.02,1.5,7.734,2.68,0.39,17.8,250.17,62.02,312.19,1.16,0.4510380550594496,4.847852066159248,0.9265,0.0715,0.1449,0.8861,144.53123664855957,58.3
00000003_003,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_003.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000003_003.png,0.9729,0.9956,40.39,0.0845,3.95,23.4,68.06,0.1,7.763,8.18,0.3,-10.5,783.82,65.85,849.6700000000001,1.22,0.5317891713511682,4.86222954466939,0.969,0.0247,0.7469,0.9139,143.44528007507324,56.3
00000003_004,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_004.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000003_004.png,0.9833,0.9922,35.24,0.0777,4.21,-8.2,63.91,2.6,7.521,2.52,0.56,-1.9,261.91,78.03,339.94000000000005,1.24,0.3952094636858358,4.300112407654524,0.984,0.0046,0.9673,0.257,174.75336170196533,56.4
00000003_004,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_004.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000003_004.png,0.9706,0.9798,33.0,0.1673,3.99,-13.0,64.89,4.1,7.221,2.01,0.62,8.2,205.06,74.98,280.04,1.48,0.3977076364168585,4.265010366216302,0.963,0.0241,0.8719,0.1019,174.76033973693848,56.2
00000003_004,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_004.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000003_004.png,0.9824,0.9956,40.49,0.0913,4.09,-10.9,62.33,0.0,7.594,4.77,0.52,-9.3,461.54,67.58,529.12,1.0,0.4898512140408354,4.266937337815762,0.9722,0.0293,0.8061,0.9909,172.22112560272217,55.5
00000003_005,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_005.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000003_005.png,0.9574,0.9925,40.71,0.1983,1.94,-1.4,70.11,0.8,7.759,2.45,0.3,25.0,265.54,62.95,328.49,0.9,0.4071914058836968,4.263147991150618,0.949,0.0694,0.4142,0.5324,132.554762840271,57.6
00000003_005,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_005.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000003_005.png,0.9254,0.9851,38.59,0.2803,2.04,3.7,70.5,1.3,7.683,2.12,0.32,34.4,231.25,55.77,287.02,1.08,0.4238094053054724,4.256142117083073,0.9122,0.1274,0.1194,0.6643,131.95248794555664,57.6
00000003_005,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_005.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000003_005.png,0.9716,0.9958,42.02,0.0816,3.32,68.8,69.62,0.0,7.764,7.46,0.22,-10.4,741.83,58.72,800.5500000000001,1.19,0.5234736967505139,4.304898250848055,0.9706,0.016,0.8469,0.8882,131.10454940795898,55.9
00000003_006,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_006.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000003_006.png,0.9389,0.9927,39.79,0.169,1.76,16.3,76.67,1.1,7.526,2.64,0.39,9.6,310.54,63.34,373.88,0.92,0.4354443999667204,4.84913544729352,0.9346,0.0907,0.5062,0.3615,113.53192043304443,58.8
00000003_006,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_006.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000003_006.png,0.8948,0.9844,36.63,0.2492,2.37,56.5,77.16,1.7,7.368,2.45,0.46,29.9,280.93,52.58,333.51,1.16,0.4655723244114016,4.85214963555336,0.8866,0.1587,0.2347,0.5857,112.9354019165039,58.8
00000003_006,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_006.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000003_006.png,0.9585,0.996,41.87,0.0735,2.84,87.4,75.5,-0.5,7.549,6.95,0.33,-7.9,710.69,59.57,770.2600000000001,1.15,0.5102920284064459,4.816989172250032,0.9626,0.0371,0.7201,0.5887,112.2852144241333,57.2
00000003_007,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_007.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000003_007.png,0.9568,0.9912,37.23,0.2257,3.67,46.1,71.07,1.0,7.851,3.44,0.72,41.9,336.57,65.0,401.57,1.03,0.4487720578639178,5.206893850117922,0.9518,0.033,0.641,0.9184,138.7307004928589,59.1
00000003_007,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_007.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000003_007.png,0.9339,0.9822,33.67,0.3156,5.4,115.1,71.6,1.7,7.785,3.3,0.8,57.8,302.16,61.66,363.8200000000001,1.27,0.4765811961653981,5.244300467893481,0.925,0.0366,0.6307,0.8087,138.3761281967163,59.3
00000003_007,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000003_007.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000003_007.png,0.9678,0.9954,41.2,0.0809,4.52,80.0,70.48,0.1,7.811,8.61,0.53,4.2,834.13,59.82,893.95,1.24,0.5178941220718127,5.221639908850193,0.9657,0.0315,0.7528,0.695,137.14025115966797,57.2
00000004_000,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000004_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000004_000.png,0.986,0.9961,40.34,0.0801,8.12,8.7,52.76,1.5,7.068,2.79,0.98,-1.1,266.52,72.08,338.6,0.78,0.5449866513904552,3.834799588657916,0.9754,0.0535,0.5871,0.9237,165.24010467529297,53.6
00000004_000,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000004_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000004_000.png,0.9467,0.9857,37.2,0.1759,8.56,14.6,53.89,3.6,7.024,2.36,1.04,5.2,211.13,72.51,283.64,0.99,0.542013652610461,3.754501584917307,0.9384,0.1422,0.1055,0.8481,165.25345611572266,53.7
00000004_000,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000004_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000004_000.png,0.9814,0.9952,38.86,0.1147,6.44,-13.7,51.72,-0.5,7.075,4.71,0.94,-5.0,457.92,61.09,519.01,1.08,0.5429204751472342,3.897322621196509,0.9697,0.0298,0.7779,0.9968,164.64217853546145,52.8
00000005_000,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000005_000.png,0.9856,0.9926,36.74,0.0693,4.84,-14.4,63.25,2.5,7.546,2.52,0.7,-3.0,269.62,66.13,335.75,1.1,0.3689820210105525,3.9643757231533527,0.9755,0.0607,0.4792,0.4696,176.837739944458,55.9
00000005_000,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000005_000.png,0.9542,0.9801,34.13,0.1719,4.84,-14.4,64.31,4.2,7.154,2.0,0.72,0.0,211.48,57.24,268.72,1.34,0.3728687206691121,3.925704248249531,0.9431,0.1156,0.1367,0.1316,176.8250217437744,55.6
00000005_000,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_000.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000005_000.png,0.9798,0.9952,39.17,0.1182,4.73,-16.4,61.76,0.1,7.613,5.07,0.69,-4.3,494.8,56.02,550.82,1.09,0.49198094136701,4.009931478649378,0.9663,0.0292,0.8517,0.9896,175.0673360824585,55.1
00000005_001,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_001.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000005_001.png,0.9973,0.9963,41.38,0.0766,7.79,5.1,48.43,0.3,7.054,2.52,0.83,-0.5,233.44,68.86,302.3,0.72,0.5803579853293049,3.076692530885339,0.9869,0.005,0.959,0.9861,169.47995948791504,51.9
00000005_001,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_001.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000005_001.png,0.9747,0.9866,38.02,0.1693,8.13,9.8,49.37,2.3,7.082,2.19,0.86,2.8,190.57,68.92,259.49,0.89,0.5831513104945294,3.0160964699462056,0.972,0.0259,0.693,0.9682,169.6190071105957,52.2
00000005_001,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_001.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000005_001.png,0.9893,0.9963,40.34,0.1013,5.45,-26.5,48.01,-0.5,7.013,3.75,0.79,-5.8,355.26,62.84,418.1,0.98,0.5529388087952034,3.0822673067450523,0.98,0.0149,0.9159,0.9969,168.56548881530762,51.3
00000005_002,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_002.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000005_002.png,0.9836,0.996,44.03,0.1479,5.99,10.0,45.04,0.1,7.167,1.94,0.37,-12.9,189.99,61.26,251.25,0.74,0.5016362761637955,2.9123689234256744,0.9792,0.0246,0.7678,0.8987,129.40443420410156,51.4
00000005_002,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_002.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000005_002.png,0.9661,0.9863,41.26,0.2682,7.28,33.7,45.31,0.7,7.153,1.62,0.42,-0.4,139.74,61.05,200.79,0.94,0.5044299910135558,2.8007693868130445,0.9594,0.0399,0.641,0.8385,128.40782165527344,51.5
00000005_002,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_002.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000005_002.png,0.9807,0.9961,41.84,0.1333,4.79,-12.0,44.68,-0.6,7.159,4.96,0.36,-13.7,495.12,56.29,551.41,1.3,0.5543775563328714,2.947309473529458,0.9739,0.0152,0.8202,0.8648,127.98558235168456,50.3
00000005_003,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_003.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000005_003.png,0.966,0.9933,42.17,0.2017,0.84,-33.1,72.49,0.1,7.251,2.25,0.07,44.1,273.18,42.83,316.01,0.79,0.3378311254953376,4.376294519752264,0.9635,0.0196,0.923,0.9976,112.5759220123291,57.1
00000005_003,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_003.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000005_003.png,0.9471,0.9852,39.52,0.2831,1.01,-20.1,72.77,0.5,7.193,2.02,0.11,120.7,242.87,41.72,284.59000000000003,0.98,0.3680241056020321,4.383308943361044,0.9413,0.0286,0.8799,0.9989,111.98766899108888,57.2
00000005_003,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_003.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000005_003.png,0.8962,0.9941,41.02,0.0906,3.0,137.3,71.6,-1.1,7.195,7.43,0.06,21.9,759.29,43.87,803.16,1.26,0.54684596146215,4.421592839062214,0.9043,0.1504,0.486,-0.0174,111.46249389648438,55.2
00000005_004,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_004.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000005_004.png,0.9681,0.9939,42.01,0.1948,1.04,-24.6,68.66,0.1,7.382,2.51,0.12,36.7,316.16,45.23,361.39,0.83,0.3640812746226359,5.03913190215826,0.965,0.0164,0.92,0.9961,110.16497802734376,57.6
00000005_004,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_004.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000005_004.png,0.9475,0.9855,39.27,0.2974,1.23,-11.0,69.02,0.6,7.316,2.24,0.14,59.8,284.09,40.89,324.98,1.04,0.3877943684940799,5.073686772957444,0.9398,0.0279,0.8642,0.9987,109.54055500030518,57.7
00000005_004,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_004.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000005_004.png,0.9076,0.9952,40.6,0.0961,3.32,140.0,67.89,-1.1,7.324,7.8,0.1,15.5,807.42,41.74,849.16,1.29,0.5430051405054195,5.065329596400261,0.9181,0.1284,0.4864,-0.0099,108.94377994537354,55.7
00000005_005,model1,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_005.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylスタンダード\upscayl_png_upscayl-standard-4x_2x\00000005_005.png,0.9571,0.9923,40.87,0.2328,2.09,-13.1,64.2,0.3,7.737,2.84,0.25,-3.3,332.48,64.85,397.33,0.93,0.3853508083322702,5.198760386556387,0.9547,0.033,0.7106,0.6715,129.1693344116211,57.8
00000005_005,model2,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_005.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapylデジタルアート\upscayl_png_digital-art-4x_2x\00000005_005.png,0.9283,0.9828,38.18,0.3313,2.4,-0.2,64.75,1.2,7.688,2.59,0.28,6.1,298.57,52.12,350.69,1.15,0.4036628191732768,5.238547101616859,0.9216,0.0555,0.4655,0.8961,128.56724739074707,58.0
00000005_005,model3,D:\ダウンロード\CXR8\CXR8\images\images_001_01\1-100\00000005_005.png,D:\ダウンロード\CXR8\CXR8\images\images_001_01\済\upscapyl高忠実度\1-100\upscayl_png_high-fidelity-4x_2x\00000005_005.png,0.9599,0.995,41.06,0.1049,4.12,71.2,63.91,-0.1,7.759,8.66,0.22,-17.4,876.06,60.39,936.45,1.3,0.5295138655881346,5.245284140110016,0.9618,0.0297,0.766,0.5877,127.69314002990724,55.9
